IPA Target,IPA Actual,error_pattern
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,m,substitution
w,b,substitution
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,b,substitution
w,m,substitution
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,w,accurate
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,nan,deletion
w,b,substitution
w,m,substitution
w,m,substitution
w,b,substitution
w,b,substitution
x,x,accurate
x,x,accurate
x,x,accurate
x,x,accurate
x,f,substitution
x,x,accurate
x,x,accurate
x,x,accurate
x,h,substitution
x,f,substitution
x,x,accurate
x,x,accurate
x,nan,deletion
x,f,substitution
x,k,substitution
x,x,accurate
x,x,accurate
x,x,accurate
x,x,accurate
x,h,substitution
x,x,accurate
x,x,accurate
x,x,accurate
x,h,substitution
x,b,substitution
ɡ,ɡ,accurate
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,w,substitution
ɡ,l,substitution
ɡ,w,substitution
ɡ,d,substitution
ɡ,l,substitution
ɡ,d,substitution
ɡ,n,substitution
ɡ,d,substitution
ɡ,ɡ,accurate
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,g,deletion
ɡ,d,substitution
ɡ,w,substitution
ɡ,b,substitution
ɡ,bʷ,substitution
ɡ,ɡ,accurate
ɡ,ɡ,accurate
ɡ,ɡ,accurate
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,d,substitution
ɡ,d,substitution
ɡ,n,substitution
ɡ,b,substitution
ɡ,w,substitution
ɡ,b,substitution
ɡ,d͈,substitution
ɡ,d,substitution
ɡ,ɡ,accurate
ɡ,ɡ,accurate
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,d,substitution
ɡ,l,substitution
ɡ,n,substitution
ɡ,b,substitution
ɡ,b,substitution
ɡ,d,substitution
ɡ,d͈,substitution
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,nan,deletion
ɡ,ɡ͈,substitution
ɡ,d,substitution
ɡ,ɡ͈,substitution
ɡ,b,substitution
ɡ,w,substitution
ɡ,d͈,substitution
ɡ,n,substitution
ɲ,ɲ,accurate
ɲ,ɲ,accurate
ɲ,ɲ,accurate
ɲ,ɲ,accurate
ɲ,ɲ,accurate
ɲ,j̃,substitution
ɲ,ɲ,accurate
ɲ,ɲ,accurate
ɲ,ɲ,accurate
ɲ,ɲ,accurate
ɲ,ɲ,accurate
ɲ,ɲ,accurate
ɲ,ɲ,accurate
ɲ,ɲ,accurate
ɲ,n,substitution
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,j,substitution
ɾ,j,substitution
ɾ,d,substitution
ɾ,n,substitution
ɾ,d,substitution
ɾ,l,substitution
ɾ,n,substitution
ɾ,j,substitution
ɾ,w,substitution
ɾ,n,substitution
ɾ,l,substitution
ɾ,d,substitution
ɾ,n,substitution
ɾ,l,substitution
ɾ,l,substitution
ɾ,ɾ,accurate
ɾ,ɾ,accurate
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,f,substitution
ɾ,l,substitution
ɾ,n,substitution
ɾ,j,substitution
ɾ,d,substitution
ɾ,n,substitution
ɾ,d͈,substitution
ɾ,d,substitution
ɾ,ɾ,accurate
ɾ,ɾ,accurate
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,f,substitution
ɾ,l,substitution
ɾ,n,substitution
ɾ,d,substitution
ɾ,d,substitution
ɾ,n,substitution
ɾ,d͈,substitution
ɾ,d,substitution
ɾ,ɾ,accurate
ɾ,ɾ,accurate
ɾ,ɾ,accurate
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,l,substitution
ɾ,n,substitution
ɾ,n,substitution
ɾ,l,substitution
ɾ,d,substitution
ɾ,ʝ,substitution
ɾ,d,substitution
ɾ,n,substitution
ɾ,n,substitution
ɾ,j,substitution
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,nan,deletion
ɾ,l,substitution
ɾ,d͈,substitution
ɾ,l,substitution
ɾ,l,substitution
ɾ,l,substitution
ɾ,d͈,substitution
ɾ,j,substitution
ɾ,j,substitution
ɾ,l,substitution
ɾ,j,substitution
ɾ,d,substitution
ɾ,j,substitution
ɾ,d͈,substitution
ɾ,n,substitution
ɾ,d,substitution
ʝ,nan,deletion
ʝ,j,substitution
ʝ,ʝ,accurate
ʝ,nan,deletion
ʝ,ʝ,accurate
ʝ,nan,deletion
ʝ,ʝ,accurate
ʝ,nan,deletion
ʝ,nan,deletion
ʝ,j,substitution
ʧ,s,substitution
ʧ,s,substitution
ʧ,f,substitution
ʧ,s,substitution
ʧ,s,substitution
ʧ,s,substitution
ʧ,s,substitution
ʧ,s,substitution
ʧ,s,substitution
ʧ,f,substitution
ʧ,ʦ,substitution
ʧ,ʦ,substitution
ʧ,s,substitution
ʧ,t,substitution
ʧ,f,substitution
ʧ,ʧ,accurate
ʧ,s,substitution
ʧ,s,substitution
ʧ,t,substitution
ʧ,f,substitution
ʧ,s,substitution
ʧ,s,substitution
ʧ,s,substitution
ʧ,s,substitution
ʧ,f,substitution
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,nan,deletion
b,nan,deletion
b,m,substitution
b,b͈,substitution
b,m,substitution
b,v,substitution
b,β,substitution
b,f,substitution
b,w,substitution
b,m,substitution
b,β,substitution
b,v,substitution
b,v,substitution
b,m,substitution
b,β,substitution
b,v,substitution
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,nan,deletion
b,v,substitution
b,v,substitution
b,β,substitution
b,β,substitution
b,w,substitution
b,v,substitution
b,β,substitution
b,β,substitution
b,v,substitution
b,b͈,substitution
b,b͈,substitution
b,k,substitution
b,b͈,substitution
b,v,substitution
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,nan,deletion
b,nan,deletion
b,nan,deletion
b,nan,deletion
b,v,substitution
b,v,substitution
b,v,substitution
b,w,substitution
b,w,substitution
b,w,substitution
b,m,substitution
b,v,substitution
b,v,substitution
b,m,substitution
b,n,substitution
b,v,substitution
b,v,substitution
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,nan,deletion
b,m,substitution
b,m,substitution
b,v,substitution
b,v,substitution
b,f,substitution
b,w,substitution
b,w,substitution
b,v,substitution
b,v,substitution
b,v,substitution
b,b͈,substitution
b,v,substitution
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,nan,deletion
b,ṽ,substitution
b,v,substitution
b,v,substitution
b,v,substitution
b,w,substitution
b,vʷ,substitution
b,b͈,substitution
b,v,substitution
b,v,substitution
b,v,substitution
b,b͈,substitution
b,b͈,substitution
b,m,substitution
b,m,substitution
b,v,substitution
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,n,substitution
d,n,substitution
d,n,substitution
d,ɲ,substitution
d,n,substitution
d,d͈,substitution
d,d͈,substitution
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,d͈,substitution
d,n,substitution
d,n,substitution
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,d͈,substitution
d,ʝ,substitution
d,l,substitution
d,n,substitution
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,n,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,nan,deletion
d,d͈,substitution
d,n,substitution
d,n,substitution
d,n,substitution
d,n,substitution
d,d͈,substitution
d,d͈,substitution
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,w,substitution
j,w,substitution
j,w,substitution
j,i,substitution
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,ʝ,substitution
j,ɲ,substitution
j,w,substitution
j,ɲ,substitution
j,v,substitution
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,w,substitution
j,ɲ,substitution
j,v,substitution
j,v,substitution
j,w,substitution
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,ɲ,substitution
j,ɲ,substitution
j,n,substitution
j,ʤ,substitution
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,nan,deletion
j,w,substitution
j,ɲ,substitution
j,m,substitution
j,ɲ,substitution
j,w,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,nan,deletion
k,nan,deletion
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,nan,deletion
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,nan,deletion
k,nan,deletion
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,nan,deletion
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,nan,deletion
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
l,l,accurate
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,b,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,w,substitution
l,l̃,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,w,substitution
l,w,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,l,accurate
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,n,substitution
l,w,substitution
l,w,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,w,substitution
l,n,substitution
l,v,substitution
l,n,substitution
l,n,substitution
l,l,accurate
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,n,substitution
l,w,substitution
l,n,substitution
l,w,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,v,substitution
l,n,substitution
l,ɾ,substitution
l,ɾ,substitution
l,l,accurate
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,n,substitution
l,w,substitution
l,w,substitution
l,n,substitution
l,l̃,substitution
l,n,substitution
l,ṽ,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,m,substitution
l,n,substitution
l,n,substitution
l,l,accurate
l,l,accurate
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,nan,deletion
l,n,substitution
l,v,substitution
l,w,substitution
l,w,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,d͈,substitution
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,nan,deletion
m,nan,deletion
m,nan,deletion
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,nan,deletion
m,nan,deletion
m,nan,deletion
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,nan,deletion
m,nan,deletion
m,nan,deletion
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,nan,deletion
m,nan,deletion
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,ŋ,substitution
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,m,substitution
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,nan,deletion
n,ŋ,substitution
n,m,substitution
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,nan,deletion
p,nan,deletion
p,nan,deletion
p,β,substitution
p,f,substitution
p,f,substitution
p,f,substitution
p,f,substitution
p,f,substitution
p,f,substitution
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,f,substitution
p,v,substitution
p,f,substitution
p,f,substitution
p,f,substitution
p,f,substitution
p,f,substitution
p,f,substitution
p,f,substitution
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,p,accurate
p,f,substitution
p,f,substitution
p,f,substitution
p,f,substitution
p,f,substitution
p,f,substitution
p,p,accurate
p,p,accurate
